,pl_hostname,pl_letter,pl_name,pl_discmethod,pl_controvflag,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_bmassj,pl_bmassprov,pl_radj,pl_dens,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,gaia_dist,st_optmag,st_optband,gaia_gmag,st_teff,st_mass,st_rad,rowupdate,pl_facility
407,HD 109246,b,HD 109246 b,Radial Velocity,0,1,68.27,70.96056,0.12,,0.000820698,Msini,,,0,0,0,0,12h32m07.19s,188.029953,+74d29m22.4s,74.489548,67.97,67.97,8.77,V (Johnson),8.587,5844.0,1.2,1.07,2018-09-06,Haute-Provence Observatory
410,HD 109749,b,HD 109749 b,Radial Velocity,0,1,5.239891,13.224468,0.0,,0.000257661,Msini,,,0,0,0,0,12h37m16.38s,189.318237,-40d48m43.6s,-40.812115000000006,63.2,63.2,8.08,V (Johnson),8.025,5824.0,1.13,1.22,2018-09-27,W. M. Keck Observatory
411,HD 110014,b,HD 110014 b,Radial Velocity,0,1,835.477,460.16848000000005,0.462,,0.010583187,Msini,,,0,0,0,0,12h39m14.77s,189.811523,-07d59m44.0s,-7.995564,100.98,100.98,4.66,V (Johnson),4.237,4445.0,2.17,20.9,2014-05-14,La Silla Observatory
412,HD 111232,b,HD 111232 b,Radial Velocity,0,1,1143.0,423.61304,0.2,,0.0068137020000000005,Msini,,,0,0,0,0,12h48m51.75s,192.21563700000002,-68d25m30.5s,-68.425148,28.98,28.98,7.59,V (Johnson),7.405,5512.0,0.84,0.9,2018-09-06,La Silla Observatory
413,HD 111591,b,HD 111591 b,Radial Velocity,0,1,1056.4,537.58,0.26,,0.004198920000000001,Msini,,,0,0,0,0,12h50m17.30s,192.572067,+22d51m48.3s,22.863407000000002,114.54,114.54,6.4270000000000005,V (Johnson),6.146,4884.0,1.94,8.03,2017-11-30,Multiple Observatories
414,HD 111998,b,HD 111998 b,Radial Velocity,0,1,825.9,391.35824,0.03,,0.004303893,Msini,,,0,0,0,0,12h53m11.16s,193.296494,-03d33m11.2s,-3.5530980000000003,33.26,33.26,6.11,V (Johnson),5.987,6557.0,1.18,1.45,2016-09-08,La Silla Observatory
415,HD 113337,b,HD 113337 b,Radial Velocity,0,1,324.0,197.82944,0.46,,0.002700669,Msini,,,0,0,0,0,13h01m46.93s,195.445526,+63d36m36.8s,63.610226000000004,36.22,36.22,6.007999999999999,V (Johnson),5.901,6576.6,1.4,1.5,2014-05-14,Haute-Provence Observatory
416,HD 113538,b,HD 113538 b,Radial Velocity,0,2,663.2,266.63968,0.14,,0.000343548,Msini,,,0,0,0,0,13h04m57.48s,196.23948700000003,-52d26m34.5s,-52.442924,15.9,16.29,9.057,V (Johnson),8.443,4462.0,0.58,0.53,2015-01-08,La Silla Observatory
417,HD 113538,c,HD 113538 c,Radial Velocity,0,2,1818.0,524.67808,0.2,,0.0008874990000000001,Msini,,,0,0,0,0,13h04m57.48s,196.23948700000003,-52d26m34.5s,-52.442924,15.9,16.29,9.057,V (Johnson),8.443,4462.0,0.58,0.53,2015-01-08,La Silla Observatory
418,HD 113996,b,HD 113996 b,Radial Velocity,0,1,610.2,344.05120000000005,0.28,,0.00601209,Msini,,,0,0,0,0,13h07m10.73s,196.794708,+27d37m29.1s,27.624740999999997,116.34,116.34,4.82,V (Johnson),4.145,4181.0,1.49,25.11,2017-11-30,Bohyunsan Optical Astronomical Observatory
419,HD 114386,b,HD 114386 b,Radial Velocity,0,1,937.70001,372.00536,0.23,,0.001087902,Msini,,,0,0,0,0,13h10m39.82s,197.665924,-35d03m17.2s,-35.054783,27.95,27.95,8.73,V (Johnson),8.418,4836.0,0.6,0.76,2018-09-06,La Silla Observatory
420,HD 114613,b,HD 114613 b,Radial Velocity,0,1,4000.0,1148.27088,0.458,,0.0003406851,Msini,,,0,0,0,0,13h12m03.19s,198.013275,-37d48m10.9s,-37.803020000000004,20.29,20.29,4.85,V (Johnson),4.604,5641.0,1.27,2.14,2018-12-06,Anglo-Australian Telescope
421,HD 114729,b,HD 114729 b,Radial Velocity,0,1,1121.79,444.47114400000004,0.079,,0.0007872975,Msini,,,0,0,0,0,13h12m44.26s,198.184402,-31d52m24.1s,-31.873347999999996,37.85,37.85,6.687,V (Johnson),6.513999999999999,5844.0,0.94,1.47,2019-06-27,W. M. Keck Observatory
422,HD 114762,b,HD 114762 b,Radial Velocity,0,1,83.9151,77.41152,0.34,,0.010201467,Msini,,,0,0,0,0,13h12m19.74s,198.08226000000002,+17d31m01.6s,17.517122,40.23,40.23,7.301,V (Johnson),7.14,5869.0,0.8,1.2,2018-09-06,Oak Ridge Observatory
425,HD 11506,b,HD 11506 b,Radial Velocity,0,2,1622.1,623.5928,0.3743,,0.004609269,Msini,,,0,0,0,0,01h52m50.53s,28.210558000000002,-19d30m25.1s,-19.506975,51.34,51.34,7.51,V (Johnson),7.374,6030.0,1.24,1.34,2018-09-27,W. M. Keck Observatory
426,HD 11506,c,HD 11506 c,Radial Velocity,0,2,223.41,166.43476800000002,0.193,,0.0003893544,Msini,,,0,0,0,0,01h52m50.53s,28.210558000000002,-19d30m25.1s,-19.506975,51.34,51.34,7.51,V (Johnson),7.374,6030.0,1.24,1.34,2018-09-27,W. M. Keck Observatory
427,HD 116029,b,HD 116029 b,Radial Velocity,0,2,670.0,354.8028,0.0,,0.00133602,Msini,,,0,0,0,0,13h20m39.54s,200.164764,+24d38m55.3s,24.648699,123.68,123.68,8.04,V (Johnson),7.609,4819.0,0.83,4.89,2018-09-06,W. M. Keck Observatory
429,HD 117207,b,HD 117207 b,Radial Velocity,0,1,2621.75,814.326184,0.157,,0.0018379818,Msini,,,0,0,0,0,13h29m21.11s,202.337967,-35d34m15.6s,-35.570995,32.38,32.38,7.24,V (Johnson),7.077000000000001,5732.0,1.05,1.07,2019-06-27,W. M. Keck Observatory
430,HD 11755,b,HD 11755 b,Radial Velocity,0,1,433.70001,234.38488000000004,0.19,,0.005372709,Msini,,,0,0,0,0,01h58m50.09s,29.708696000000003,+73d09m08.6s,73.15238199999999,236.64,236.64,6.87,V (Johnson),6.46,4312.0,0.72,20.58,2018-09-06,Bohyunsan Optical Astronomical Observatory
432,HD 118203,b,HD 118203 b,Radial Velocity,0,1,6.1335,15.052240000000003,0.31,,0.002662497,Msini,,,0,0,0,0,13h34m02.54s,203.510574,+53d43m42.7s,53.728531000000004,92.51,92.51,8.05,V (Johnson),7.893,5864.0,1.84,2.06,2018-09-06,Haute-Provence Observatory
435,HD 11977,b,HD 11977 b,Radial Velocity,0,1,711.0,415.01176,0.4,,0.006241122,Msini,,,0,0,0,0,01h54m56.13s,28.733881,-67d38m50.3s,-67.647301,68.05,68.05,4.69,V (Johnson),4.371,4970.0,1.91,10.09,2019-01-31,La Silla Observatory
436,HD 120084,b,HD 120084 b,Radial Velocity,0,1,2082.0,924.6376,0.66,,0.004294350000000001,Msini,,,0,0,0,0,13h42m39.20s,205.663345,+78d03m52.0s,78.064438,103.35,103.35,5.899,V (Johnson),5.635,4892.0,2.39,9.12,2014-05-14,Okayama Astrophysical Observatory
437,HD 121504,b,HD 121504 b,Radial Velocity,0,1,63.33,70.96056,0.03,,0.001440993,Msini,,,0,0,0,0,13h57m17.24s,209.321823,-56d02m24.2s,-56.040043000000004,41.71,41.71,7.517,V (Johnson),7.39,6027.0,1.62,1.07,2018-09-06,La Silla Observatory
439,HD 125390,b,HD 125390 b,Radial Velocity,0,1,1756.2,679.50112,0.591,,0.021147288,Msini,,,0,0,0,0,14h18m09.32s,214.53883399999998,+38d58m01.1s,38.966976,154.33,154.33,8.206,V (Johnson),7.941,4850.0,1.36,6.47,2019-11-07,W. M. Keck Observatory
440,HD 125595,b,HD 125595 b,Radial Velocity,0,1,9.6737,17.202560000000002,0.0,,1.9086e-05,Msini,,,0,0,0,0,14h21m23.18s,215.346603,-40d23m38.2s,-40.393947999999995,28.22,28.22,9.03,V (Johnson),8.655,4691.0,0.29,0.74,2018-09-06,La Silla Observatory
441,HD 125612,b,HD 125612 b,Radial Velocity,0,3,557.04,295.023904,0.4553,,0.0029583300000000003,Msini,,,0,0,0,0,14h20m53.51s,215.22297700000001,-17d28m53.5s,-17.481522000000002,57.72,57.72,8.31,V (Johnson),8.156,5841.0,1.11,1.05,2018-09-27,W. M. Keck Observatory
442,HD 125612,c,HD 125612 c,Radial Velocity,0,3,4.15514,11.2676768,0.049,,5.24865e-05,Msini,,,0,0,0,0,14h20m53.51s,215.22297700000001,-17d28m53.5s,-17.481522000000002,57.72,57.72,8.31,V (Johnson),8.156,5841.0,1.11,1.05,2018-09-27,La Silla Observatory
443,HD 125612,d,HD 125612 d,Radial Velocity,0,3,2835.0,873.02992,0.1172,,0.0069473040000000005,Msini,,,0,0,0,0,14h20m53.51s,215.22297700000001,-17d28m53.5s,-17.481522000000002,57.72,57.72,8.31,V (Johnson),8.156,5841.0,1.11,1.05,2018-09-27,La Silla Observatory
444,HD 12648,b,HD 12648 b,Radial Velocity,0,1,133.60001,116.11728000000001,0.04,,0.0018704280000000002,Msini,,,0,0,0,0,02h18m59.68s,34.748653000000004,+85d44m10.1s,85.736153,183.15,183.15,6.98,V (Johnson),6.718,4835.0,0.67,11.02,2018-09-06,Bohyunsan Optical Astronomical Observatory
445,HD 126525,b,HD 126525 b,Radial Velocity,0,1,960.41,395.013784,0.035,,0.0002261691,Msini,,,0,0,0,0,14h27m32.97s,216.887375,-51d55m59.1s,-51.933085999999996,37.69,37.69,7.847,V (Johnson),7.67,5638.0,0.9,0.98,2019-06-27,La Silla Observatory
446,HD 12661,b,HD 12661 b,Radial Velocity,0,2,262.70862,180.62688,0.38,,0.0023189490000000003,Msini,,,0,0,0,0,02h04m34.29s,31.142865999999998,+25d24m51.5s,25.414305,37.89,37.89,7.425,V (Johnson),7.247000000000001,5645.0,1.2,1.2,2018-09-06,Multiple Observatories
447,HD 12661,c,HD 12661 c,Radial Velocity,0,2,1708.0,605.2075639999999,0.031,,0.0017291916000000001,Msini,,,0,0,0,0,02h04m34.29s,31.142865999999998,+25d24m51.5s,25.414305,37.89,37.89,7.425,V (Johnson),7.247000000000001,5645.0,1.2,1.2,2014-11-19,Multiple Observatories
448,HD 126614,b,HD 126614 b,Radial Velocity,0,1,1244.0,509.62584000000004,0.41,,0.000391263,Msini,,,0,0,0,0,14h26m48.28s,216.701172,-05d10m40.0s,-5.17778,73.25,73.25,8.788,V (Johnson),8.619,5568.0,1.26,1.32,2018-09-06,W. M. Keck Observatory
449,HD 128311,b,HD 128311 b,Radial Velocity,0,2,453.019,233.09468800000002,0.303,30.0,0.0016881567,Msini,,,0,0,0,1,14h36m00.56s,219.00233500000002,+09d44m47.5s,9.746518,16.52,16.34,7.51,V (Johnson),7.167000000000001,,0.83,0.76,2015-06-25,W. M. Keck Observatory
450,HD 128311,c,HD 128311 c,Radial Velocity,0,2,921.538,374.15568,0.159,55.95,0.0036158427000000004,Mass,,,0,0,0,1,14h36m00.56s,219.00233500000002,+09d44m47.5s,9.746518,16.52,16.34,7.51,V (Johnson),7.167000000000001,,0.83,0.76,2015-06-25,W. M. Keck Observatory
451,HD 128356,b,HD 128356 b,Radial Velocity,0,1,298.2,187.07784,0.57,,0.0008493270000000001,Msini,,,0,0,0,0,14h37m04.89s,219.270355,-25d48m09.2s,-25.802563,26.03,,8.29,V (Johnson),,4875.0,0.65,0.85,2016-11-10,Multiple Observatories
453,HD 130322,b,HD 130322 b,Radial Velocity,0,1,10.70871,19.89046,0.029,,0.001097445,Msini,,,0,0,0,0,14h47m32.73s,221.886368,-00d16m53.3s,-0.281476,31.91,31.91,8.031,V (Johnson),7.834,5387.0,0.92,0.85,2015-02-19,La Silla Observatory
454,HD 131496,b,HD 131496 b,Radial Velocity,0,1,896.0,432.21432,0.181,,0.0017177400000000002,Msini,,,0,0,0,0,14h53m23.03s,223.34594700000002,+18d14m07.4s,18.235401,132.34,132.34,7.8,V (Johnson),7.521,4846.0,1.34,4.44,2018-12-06,W. M. Keck Observatory
455,HD 131664,b,HD 131664 b,Radial Velocity,0,1,1951.0,681.65144,0.64,,0.018246216000000003,Msini,,,0,0,0,0,15h00m06.08s,225.025314,-73d32m07.2s,-73.53533900000001,52.89,52.89,8.128,V (Johnson),7.966,5892.0,1.19,1.08,2018-09-06,La Silla Observatory
456,HD 13167,b,HD 13167 b,Radial Velocity,0,1,2613.0,881.6311999999999,0.563,,0.0031587330000000004,Msini,,,0,0,0,0,02h08m13.78s,32.057426,-24d41m43.5s,-24.69541,149.57,149.57,8.34,V (Johnson),8.16,5671.0,1.35,2.39,2018-12-06,W. M. Keck Observatory
457,HD 13189,b,HD 13189 b,Radial Velocity,0,1,471.60001,268.79,0.27,,0.010449584999999999,Msini,,,0,0,0,0,02h09m40.17s,32.417381,+32d18m59.2s,32.316437,504.71,504.71,7.556,V (Johnson),7.017,4175.0,2.24,38.41,2018-09-06,Thueringer Landessternwarte Tautenburg
458,HD 132406,b,HD 132406 b,Radial Velocity,0,1,974.0,425.76336000000003,0.34,,0.005134134,Msini,,,0,0,0,0,14h56m54.65s,224.22770699999998,+53d22m55.8s,53.38216800000001,70.93,70.93,8.467,V (Johnson),8.281,5783.0,1.03,1.34,2018-09-06,Haute-Provence Observatory
459,HD 132563,b,HD 132563 b,Radial Velocity,0,1,1544.0,563.3838400000001,0.22,,0.001421907,Msini,,,0,0,0,0,14h58m21.52s,224.58966099999998,+44d02m35.3s,44.043147999999995,105.47,105.47,8.927999999999999,V (Johnson),8.857999999999999,6073.0,1.08,1.09,2019-01-31,Roque de los Muchachos Observatory
465,HD 134987,b,HD 134987 b,Radial Velocity,0,2,258.17999,174.17592000000002,0.23,,0.001536423,Msini,,,0,0,0,0,15h13m28.67s,228.36944599999998,-25d18m33.6s,-25.309347,26.2,26.2,6.45,V (Johnson),6.2860000000000005,5736.0,1.1,1.22,2018-09-06,W. M. Keck Observatory
466,HD 134987,c,HD 134987 c,Radial Velocity,0,2,5000.0,1247.1856,0.12,,0.000782526,Msini,,,0,0,0,0,15h13m28.67s,228.36944599999998,-25d18m33.6s,-25.309347,26.2,26.2,6.45,V (Johnson),6.2860000000000005,5736.0,1.1,1.22,2019-01-31,Multiple Observatories
470,HD 136418,b,HD 136418 b,Radial Velocity,0,1,464.29999,277.39128,0.25,,0.0020422020000000003,Msini,,,0,0,0,0,15h19m06.18s,229.77575699999997,+41d43m59.5s,41.733208000000005,105.49,105.49,7.879,V (Johnson),7.609,4989.0,1.48,3.78,2018-09-06,W. M. Keck Observatory
471,HD 13724,b,HD 13724 b,Radial Velocity,0,1,14763.405,2666.3968,0.34,,0.025546611,Msini,,,0,0,0,0,02h12m20.68s,33.086163,-46d48m59.0s,-46.816387,43.52,43.52,7.89,V (Johnson),7.73,5868.0,1.14,1.07,2019-04-11,La Silla Observatory
472,HD 137388,b,HD 137388 b,Radial Velocity,0,1,330.0,191.37848000000002,0.36,,0.00019086000000000003,Msini,,,0,0,0,0,15h35m39.93s,233.91636699999998,-80d12m16.5s,-80.20459,40.53,40.53,8.696,V (Johnson),8.48,5181.0,0.68,0.88,2018-09-06,La Silla Observatory
473,HD 13908,b,HD 13908 b,Radial Velocity,0,2,19.382,33.114928,0.02,,0.0008254695000000001,Msini,,,0,0,0,0,02h18m14.56s,34.560665,+65d35m39.7s,65.59436,79.73,79.73,7.507999999999999,V (Johnson),7.385,6255.0,1.29,1.67,2014-05-14,Haute-Provence Observatory
474,HD 13908,c,HD 13908 c,Radial Velocity,0,2,931.0,436.51496,0.12,,0.004895559,Msini,,,0,0,0,0,02h18m14.56s,34.560665,+65d35m39.7s,65.59436,79.73,79.73,7.507999999999999,V (Johnson),7.385,6255.0,1.29,1.67,2014-05-14,Haute-Provence Observatory
475,HD 13931,b,HD 13931 b,Radial Velocity,0,1,4218.0,1107.4148000000002,0.02,,0.0020994600000000005,Msini,,,0,0,0,0,02h16m47.38s,34.197414,+43d46m22.8s,43.772995,47.46,47.46,7.597,V (Johnson),7.455,5867.0,1.3,1.25,2018-09-06,W. M. Keck Observatory
476,HD 139357,b,HD 139357 b,Radial Velocity,0,1,1125.7,507.47552,0.1,,0.009313968,Msini,,,0,0,0,0,15h35m16.20s,233.81749,+53d55m19.7s,53.922142,112.45,112.45,5.9639999999999995,V (Johnson),5.612,4700.0,1.35,11.47,2019-01-31,Thueringer Landessternwarte Tautenburg
477,HD 1397,b,HD 1397 b,Transit,0,1,11.53533,23.589010400000003,0.251,88.99,0.0003960345,Mass,1.026,0.477,0,0,0,1,00h17m47.15s,4.446472,-66d21m32.1s,-66.35891,79.75,79.75,7.781000000000001,V (Johnson),7.593,5521.0,1.32,2.34,2019-07-25,Transiting Exoplanet Survey Satellite (TESS)
478,HD 14067,b,HD 14067 b,Radial Velocity,0,1,1455.0,731.1088,0.533,,0.00744354,Msini,,,0,0,0,0,02h17m10.44s,34.293499,+23d46m04.2s,23.767832000000002,142.6,142.6,6.53,V (Johnson),6.233,4815.0,2.4,12.4,2014-09-25,Okayama Astrophysical Observatory
483,HD 141937,b,HD 141937 b,Radial Velocity,0,1,653.21997,322.548,0.41,,0.009247167,Msini,,,0,0,0,0,15h52m17.55s,238.07312000000002,-18d26m09.8s,-18.436066,33.39,33.39,7.25,V (Johnson),7.091,5870.0,1.09,1.03,2018-09-06,La Silla Observatory
484,HD 142,b,HD 142 b,Radial Velocity,0,2,349.7,219.33264000000003,0.17,,0.0011928750000000001,Msini,,,0,0,0,0,00h06m19.18s,1.579898,-49d04m30.7s,-49.075191,26.21,26.21,5.7,V (Johnson),5.565,6245.0,1.23,1.47,2014-08-21,Anglo-Australian Telescope
485,HD 142,c,HD 142 c,Radial Velocity,0,2,6005.0,1462.2176,0.21,,0.00505779,Msini,,,0,0,0,0,00h06m19.18s,1.579898,-49d04m30.7s,-49.075191,26.21,26.21,5.7,V (Johnson),5.565,6245.0,1.23,1.47,2014-08-21,Anglo-Australian Telescope
486,HD 142022 A,b,HD 142022 A b,Radial Velocity,0,1,1928.0,630.04376,0.53,,0.0042370920000000005,Msini,,,0,0,0,0,16h10m15.02s,242.562592,-84d13m53.8s,-84.231613,34.31,34.31,7.7,V (Johnson),7.513999999999999,5421.0,0.9,1.04,2018-09-06,La Silla Observatory
487,HD 142245,b,HD 142245 b,Radial Velocity,0,1,1299.0,597.78896,0.0,,0.002929701,Msini,,,0,0,0,0,15h52m56.28s,238.23449700000003,+15d25m50.5s,15.430708,97.5,97.5,7.63,V (Johnson),7.189,4922.0,3.5,4.63,2018-09-06,W. M. Keck Observatory
488,HD 142415,b,HD 142415 b,Radial Velocity,0,1,386.29999,227.93392000000003,0.5,,0.001593681,Msini,,,0,0,0,0,15h57m40.79s,239.419968,-60d12m00.9s,-60.200256,35.57,35.57,7.327000000000001,V (Johnson),7.178,5940.0,1.07,1.04,2018-09-06,La Silla Observatory
490,HD 143361,b,HD 143361 b,Radial Velocity,0,1,1039.15,427.48361600000004,0.197,,0.0033705876,Msini,,,0,0,0,0,16h01m50.35s,240.45977799999997,-44d26m04.3s,-44.434536,68.65,68.65,9.2,V (Johnson),9.016,5507.0,0.97,0.92,2019-06-27,Las Campanas Observatory
491,HD 145377,b,HD 145377 b,Radial Velocity,0,1,103.95,96.76440000000001,0.31,,0.005744886,Msini,,,0,0,0,0,16h11m36.45s,242.90185499999998,-27d04m41.4s,-27.078173,53.57,53.57,8.095,V (Johnson),7.97,6014.0,1.2,1.05,2018-09-06,La Silla Observatory
492,HD 145457,b,HD 145457 b,Radial Velocity,0,1,176.3,163.42432000000002,0.11,,0.002128089,Msini,,,0,0,0,0,16h10m03.91s,242.516312,+26d44m33.9s,26.74275,135.82,135.82,6.566,V (Johnson),6.279,4769.0,1.23,10.52,2018-09-06,Subaru Telescope
493,HD 145934,b,HD 145934 b,Radial Velocity,0,1,2730.0,989.1472,0.053,,0.002175804,Msini,,,0,0,0,0,16h13m09.87s,243.29113999999998,+13d14m22.1s,13.239476000000002,229.35,229.35,8.5,V (Johnson),8.241,,1.75,5.38,2015-01-08,W. M. Keck Observatory
500,HD 14787,b,HD 14787 b,Radial Velocity,0,1,676.6,365.5544,0.155,,0.0010697703000000002,Msini,,,0,0,0,0,02h23m14.05s,35.808552,+10d50m12.3s,10.836746,119.54,119.54,7.63,V (Johnson),7.377999999999999,4946.0,1.43,5.01,2018-12-06,W. M. Keck Observatory
501,HD 147873,b,HD 147873 b,Radial Velocity,0,2,116.596,112.24670400000001,0.207,,0.004905102,Msini,,,0,0,0,0,16h25m45.15s,246.438141,-33d34m01.6s,-33.56712,109.38,109.38,7.96,V (Johnson),7.818,5972.0,1.38,2.29,2016-11-10,Multiple Observatories
502,HD 147873,c,HD 147873 c,Radial Velocity,0,2,491.54,292.44352000000003,0.23,,0.00219489,Msini,,,0,0,0,0,16h25m45.15s,246.438141,-33d34m01.6s,-33.56712,109.38,109.38,7.96,V (Johnson),7.818,5972.0,1.38,2.29,2016-11-10,Multiple Observatories
503,HD 148156,b,HD 148156 b,Radial Velocity,0,1,1027.0,526.8284000000001,0.52,,0.000811155,Msini,,,0,0,0,0,16h28m17.28s,247.07200600000002,-46d19m03.4s,-46.317623,57.22,57.22,7.689,V (Johnson),7.555,6308.0,1.22,1.21,2019-01-31,La Silla Observatory
504,HD 148164,b,HD 148164 b,Radial Velocity,0,2,328.55,213.526776,0.587,,0.001173789,Msini,,,0,0,0,0,16h25m44.53s,246.435547,+11d55m08.6s,11.919066,77.37,77.37,8.23,V (Johnson),8.091000000000001,6032.0,1.21,1.34,2018-09-27,W. M. Keck Observatory
505,HD 148164,c,HD 148164 c,Radial Velocity,0,2,5062.0,1322.4468000000002,0.125,,0.004924188,Msini,,,0,0,0,0,16h25m44.53s,246.435547,+11d55m08.6s,11.919066,77.37,77.37,8.23,V (Johnson),8.091000000000001,6032.0,1.21,1.34,2018-09-27,W. M. Keck Observatory
506,HD 148284,b,HD 148284 b,Radial Velocity,0,1,339.331,209.441168,0.38926,,0.03215991000000001,Msini,,,0,0,0,0,16h25m48.41s,246.451721,+30d15m54.5s,30.265127000000003,121.61,121.61,9.01,V (Johnson),8.835,5572.0,1.07,1.48,2018-09-27,W. M. Keck Observatory
507,HD 148427,b,HD 148427 b,Radial Velocity,0,1,331.5,223.63328,0.16,,0.0012405900000000002,Msini,,,0,0,0,0,16h28m28.15s,247.117294,-13d23m58.7s,-13.39964,71.5,71.5,6.895,V (Johnson),6.635,5025.0,1.64,3.86,2018-09-06,Lick Observatory
509,HD 149143,b,HD 149143 b,Radial Velocity,0,1,4.07182,11.396696,0.0167,,0.001269219,Msini,,,0,0,0,1,16h32m51.05s,248.21270800000002,+02d05m05.4s,2.084832,73.43,73.43,7.89,V (Johnson),7.7410000000000005,5856.0,1.2,1.44,2018-09-27,Haute-Provence Observatory
510,HD 1502,b,HD 1502 b,Radial Velocity,0,1,428.5,271.370384,0.031,,0.0026243250000000003,Msini,,,0,0,0,0,00h19m17.07s,4.82111,+14d03m17.1s,14.054754999999998,191.96,191.96,8.36,V (Johnson),8.104,4947.0,1.46,4.67,2018-12-06,W. M. Keck Observatory
511,HD 150706,b,HD 150706 b,Radial Velocity,0,1,5894.0,1440.7144,0.38,,0.002586153,Msini,,,0,0,0,0,16h31m17.59s,247.823273,+79d47m23.2s,79.789772,28.29,28.29,7.02,V (Johnson),6.85,5961.0,1.17,0.96,2014-07-23,Haute-Provence Observatory
512,HD 152079,b,HD 152079 b,Radial Velocity,0,1,2918.92,900.3389840000001,0.532,,0.0025393923000000002,Msini,,,0,0,0,0,16h53m29.74s,253.373901,-46d19m58.6s,-46.332958000000005,88.11,88.11,9.182,V (Johnson),9.011000000000001,5907.0,1.15,1.13,2019-06-27,Las Campanas Observatory
513,HD 152581,b,HD 152581 b,Radial Velocity,0,1,686.5,356.95312,0.04,,0.0017835867,Msini,,,0,0,0,0,16h53m43.58s,253.43159500000002,+11d58m25.5s,11.973746,166.54,166.54,8.38,V (Johnson),8.127,5027.0,1.3,5.14,2018-12-06,W. M. Keck Observatory
514,HD 15337,b,HD 15337 b,Transit,0,2,4.75615,11.2246704,0.09,88.5,2.2550109000000004e-05,Mass,0.146,9.3,0,0,0,1,02h27m28.38s,36.86824,-27d38m06.7s,-27.635206,44.87,44.87,9.088,V (Johnson),8.856,5125.0,0.9,0.86,2019-05-16,Transiting Exoplanet Survey Satellite (TESS)
515,HD 15337,c,HD 15337 c,Transit,0,2,17.1784,27.2660576,0.05,88.5,2.4353736e-05,Mass,0.213,3.23,0,0,0,1,02h27m28.38s,36.86824,-27d38m06.7s,-27.635206,44.87,44.87,9.088,V (Johnson),8.856,5125.0,0.9,0.86,2019-05-16,Transiting Exoplanet Survey Satellite (TESS)
516,HD 153950,b,HD 153950 b,Radial Velocity,0,1,499.39999,275.24096000000003,0.34,,0.0028151850000000004,Msini,,,0,0,0,0,17h04m30.87s,256.128632,-43d18m35.2s,-43.309769,48.52,48.52,7.39,V (Johnson),7.2379999999999995,6124.0,1.25,1.28,2018-09-06,La Silla Observatory
517,HD 154345,b,HD 154345 b,Radial Velocity,0,1,3341.55884,905.28472,0.04,,0.000782526,Msini,,,0,0,0,0,17h02m36.41s,255.65168799999998,+47d04m54.8s,47.081882,18.29,18.29,6.76,V (Johnson),6.568,5468.0,0.71,0.85,2018-09-06,W. M. Keck Observatory
518,HD 154672,b,HD 154672 b,Radial Velocity,0,1,163.94,129.0192,0.61,,0.005124591,Msini,,,0,0,0,0,17h10m04.91s,257.520477,-56d26m57.4s,-56.449268000000004,63.16,63.16,8.21,V (Johnson),8.037,5743.0,1.18,1.32,2018-09-06,Las Campanas Observatory
519,HD 154857,b,HD 154857 b,Radial Velocity,0,2,408.60001,277.39128,0.46,,0.0023380350000000005,Msini,,,0,0,0,0,17h11m15.73s,257.815521,-56d40m50.9s,-56.680797999999996,63.56,63.56,7.2379999999999995,V (Johnson),7.047999999999999,5589.0,1.96,2.3,2018-09-06,Anglo-Australian Telescope
520,HD 154857,c,HD 154857 c,Radial Velocity,0,2,3452.0,1152.5715200000002,0.06,,0.002462094,Msini,,,0,0,0,0,17h11m15.73s,257.815521,-56d40m50.9s,-56.680797999999996,63.56,63.56,7.2379999999999995,V (Johnson),7.047999999999999,5589.0,1.96,2.3,2014-05-14,Anglo-Australian Telescope
521,HD 155233,b,HD 155233 b,Radial Velocity,0,1,818.8,430.064,0.04,,0.0024811800000000004,Msini,,,0,0,0,0,17h11m04.37s,257.768188,-20d39m16.5s,-20.65457,75.13,74.39,6.818,V (Johnson),6.545,4960.0,1.69,5.03,2016-03-17,Anglo-Australian Telescope
522,HD 155358,b,HD 155358 b,Radial Velocity,0,2,194.3,135.47016000000002,0.17,,0.0009447570000000001,Msini,,,0,0,0,0,17h09m34.61s,257.394226,+33d21m21.1s,33.355854,43.67,43.67,7.27,V (Johnson),7.121,5905.0,1.15,1.38,2018-09-06,McDonald Observatory
523,HD 155358,c,HD 155358 c,Radial Velocity,0,2,391.9,219.33264000000003,0.16,,0.000782526,Msini,,,0,0,0,0,17h09m34.61s,257.394226,+33d21m21.1s,33.355854,43.67,43.67,7.27,V (Johnson),7.121,5905.0,1.15,1.38,2019-01-31,McDonald Observatory
524,HD 156279,b,HD 156279 b,Radial Velocity,0,2,131.05,105.36568,0.71,,0.009428484,Msini,,,0,0,0,0,17h12m23.20s,258.09668,+63d21m07.5s,63.352093,36.23,36.23,8.1,V (Johnson),7.8660000000000005,5453.0,0.95,0.95,2018-09-06,Haute-Provence Observatory
